fecha,clae2,w_median
2015-08-01,38,14722
2015-08-01,39,12160
2015-08-01,41,5417
2015-08-01,42,8690
2015-08-01,43,6374
2015-08-01,45,8886
2015-08-01,46,10473
2015-08-01,47,8144
2015-08-01,49,13166
2015-08-01,50,11894
2015-08-01,51,14209
2015-08-01,52,10520
2015-08-01,53,9144
2015-08-01,55,7916
2015-08-01,56,5664
2015-08-01,58,7099
2015-08-01,59,6731
2015-08-01,60,12799
2015-08-01,61,11967
2015-08-01,62,10000
2015-08-01,63,8386
2015-08-01,64,13132
2015-08-01,65,12003
2015-08-01,66,9164
2015-08-01,68,6624
2015-08-01,69,6804
2015-08-01,70,7141
2015-08-01,71,6236
2015-08-01,72,9387
2015-08-01,73,6259
2015-08-01,74,5848
2015-08-01,75,5685
2015-08-01,77,9937
2015-08-01,78,6935
2015-08-01,79,7952
2015-08-01,80,9887
2015-08-01,81,6721
2015-08-01,82,7453
2015-08-01,85,4972
2015-08-01,86,10337
2015-08-01,87,8577
2015-08-01,88,6002
2015-08-01,90,4031
2015-08-01,91,6896
2015-08-01,92,9767
2015-08-01,93,5479
2015-08-01,94,8779
2015-08-01,95,8665
2015-08-01,96,5519
2015-09-01,999,8568
2015-09-01,1,5815
2015-09-01,2,5554
2015-09-01,3,10854
2015-09-01,5,14181
2015-09-01,6,22518
2015-09-01,7,24116
2015-09-01,8,10077
2015-09-01,9,36150
2015-09-01,10,10154
2015-09-01,11,9243
2015-09-01,12,9087
2015-09-01,13,9455
2015-09-01,14,8697
2015-09-01,15,9771
2015-09-01,16,6846
2015-09-01,17,10085
2015-09-01,18,9208
2015-09-01,19,13726
2015-09-01,20,11935
2015-09-01,21,13534
2015-09-01,22,10532
2015-09-01,23,10022
2015-09-01,24,9901
2015-09-01,25,8335
2015-09-01,26,13550
2015-09-01,27,9488
2015-09-01,28,9183
2015-09-01,29,11803
2015-09-01,30,8867
2015-09-01,31,8845
2015-09-01,32,9026
2015-09-01,33,8929
2015-09-01,35,19883
2015-09-01,36,11127
2015-09-01,37,10857
2015-09-01,38,14830
2015-09-01,39,12045
2015-09-01,41,5580
2015-09-01,42,9156
2015-09-01,43,6582
2015-09-01,45,9160
2015-09-01,46,11056
2015-09-01,47,8834
2015-09-01,49,13235
2015-09-01,50,11511
2015-09-01,51,14496
2015-09-01,52,10643
2015-09-01,53,10246
2015-09-01,55,8206
2015-09-01,56,5527
2015-09-01,58,8170
2015-09-01,59,7817
2015-09-01,60,12571
2015-09-01,61,13181
2015-09-01,62,10295
2015-09-01,63,9467
2015-09-01,64,13838
2015-09-01,65,12495
2015-09-01,66,10183
2015-09-01,68,6913
2015-09-01,69,7216
2015-09-01,70,7573
2015-09-01,71,6649
2015-09-01,72,9500
2015-09-01,73,6500
2015-09-01,74,6454
2015-09-01,75,6409
2015-09-01,77,10265
2015-09-01,78,6507
2015-09-01,79,8000
2015-09-01,80,9845
2015-09-01,81,7201
2015-09-01,82,8292
2015-09-01,85,4976
2015-09-01,86,10186
2015-09-01,87,8603
2015-09-01,88,6426
2015-09-01,90,4088
2015-09-01,91,7111
2015-09-01,92,9537
2015-09-01,93,5602
2015-09-01,94,9003
2015-09-01,95,8894
2015-09-01,96,5875
2015-10-01,999,7407
2015-10-01,1,6000
2015-10-01,2,5678
2015-10-01,3,11468
2015-10-01,5,14392
2015-10-01,6,21776
2015-10-01,7,26317
2015-10-01,8,10116
2015-10-01,9,35633
2015-10-01,10,10336
2015-10-01,11,9971
2015-10-01,12,9500
2015-10-01,13,10117
2015-10-01,14,9170
2015-10-01,15,9793
2015-10-01,16,6935
2015-10-01,17,10112
2015-10-01,18,9276
2015-10-01,19,15279
2015-10-01,20,11958
2015-10-01,21,13717
2015-10-01,22,10611
2015-10-01,23,10430
2015-10-01,24,9867
2015-10-01,25,8313
2015-10-01,26,13625
2015-10-01,27,9715
2015-10-01,28,9162
2015-10-01,29,11844
2015-10-01,30,9047
2015-10-01,31,8913
2015-10-01,32,8821
2015-10-01,33,9000
2015-10-01,35,18013
2015-10-01,36,11372
2015-10-01,37,10732
2015-10-01,38,15306
2015-10-01,39,11691
2015-10-01,41,5588
2015-10-01,42,9397
2015-10-01,43,6666
2015-10-01,45,9578
2015-10-01,46,10694
2015-10-01,47,8448
2015-10-01,49,13161
2015-10-01,50,11389
2015-10-01,51,13548
2015-10-01,52,10616
2015-10-01,53,9175
2015-10-01,55,8028
2015-10-01,56,5697
2015-10-01,58,7099
2015-10-01,59,9191
2015-10-01,60,14255
2015-10-01,61,11883
2015-10-01,62,10523
2015-10-01,63,9217
2015-10-01,64,13781
2015-10-01,65,12668
2015-10-01,66,9481
2015-10-01,68,6805
2015-10-01,69,7200
2015-10-01,70,7167
2015-10-01,71,6515
2015-10-01,72,10000
2015-10-01,73,6733
2015-10-01,74,6219
2015-10-01,75,5715
2015-10-01,77,9878
2015-10-01,78,6850
2015-10-01,79,7620
2015-10-01,80,9910
2015-10-01,81,7318
2015-10-01,82,7494
2015-10-01,85,4976
2015-10-01,86,10138
2015-10-01,87,8642
2015-10-01,88,6071
2015-10-01,90,2917
2015-10-01,91,7658
2015-10-01,92,10277
2015-10-01,93,5519
2015-10-01,94,9078
2015-10-01,95,8734
2015-10-01,96,5574
2015-11-01,999,7969
2015-11-01,1,6076
2015-11-01,2,5968
2015-11-01,3,13082
2015-11-01,5,13871
2015-11-01,6,22138
2015-11-01,7,25678
2015-11-01,8,10436
2015-11-01,9,34934
2015-11-01,10,10516
2015-11-01,11,9541
2015-11-01,12,9850
2015-11-01,13,9963
2015-11-01,14,9166
2015-11-01,15,9830
2015-11-01,16,6865
2015-11-01,17,10394
2015-11-01,18,9108
2015-11-01,19,13484
2015-11-01,20,12100
2015-11-01,21,14216
2015-11-01,22,10695
2015-11-01,23,10395
2015-11-01,24,9475
2015-11-01,25,8160
2015-11-01,26,15188
2015-11-01,27,9540
2015-11-01,28,8845
2015-11-01,29,11772
2015-11-01,30,8766
2015-11-01,31,8588
2015-11-01,32,8498
2015-11-01,33,8668
2015-11-01,35,17418
2015-11-01,36,11601
2015-11-01,37,10928
2015-11-01,38,15904
2015-11-01,39,11840
2015-11-01,41,5580
2015-11-01,42,9344
2015-11-01,43,6455
2015-11-01,45,9468
2015-11-01,46,11209
2015-11-01,47,8844
2015-11-01,49,13771
2015-11-01,50,12126
2015-11-01,51,14054
2015-11-01,52,10916
2015-11-01,53,9925
2015-11-01,55,8227
2015-11-01,56,5738
2015-11-01,58,7700
2015-11-01,59,9111
2015-11-01,60,13943
2015-11-01,61,12465
2015-11-01,62,10696
2015-11-01,63,8830
2015-11-01,64,14992
2015-11-01,65,12880
2015-11-01,66,10332
2015-11-01,68,7235
2015-11-01,69,7500
2015-11-01,70,7469
2015-11-01,71,6643
2015-11-01,72,10605
2015-11-01,73,6826
2015-11-01,74,6415
2015-11-01,75,6179
2015-11-01,77,9700
2015-11-01,78,6754
2015-11-01,79,9110
2015-11-01,80,9845
2015-11-01,81,7374
2015-11-01,82,7967
2015-11-01,85,5190
2015-11-01,86,10865
2015-11-01,87,9375
2015-11-01,88,6506
2015-11-01,90,2128
2015-11-01,91,7432
2015-11-01,92,9879
2015-11-01,93,5635
2015-11-01,94,9066
2015-11-01,95,8657
2015-11-01,96,5942
2015-12-01,999,12296
2015-12-01,1,8039
2015-12-01,2,8717
2015-12-01,3,15904
2015-12-01,5,21847
2015-12-01,6,30019
2015-12-01,7,36528
2015-12-01,8,16045
2015-12-01,9,48897
2015-12-01,10,15242
2015-12-01,11,14195
2015-12-01,12,13288
2015-12-01,13,15608
2015-12-01,14,13213
2015-12-01,15,16978
2015-12-01,16,10781
2015-12-01,17,15303
2015-12-01,18,13524
2015-12-01,19,21641
2015-12-01,20,17783
2015-12-01,21,20846
2015-12-01,22,16442
2015-12-01,23,15890
2015-12-01,24,14992
2015-12-01,25,12758
2015-12-01,26,23662
2015-12-01,27,14706
2015-12-01,28,14169
2015-12-01,29,18382
2015-12-01,30,13187
2015-12-01,31,13835
2015-12-01,32,12602
2015-12-01,33,13052
2015-12-01,35,26105
2015-12-01,36,17398
2015-12-01,37,14346
2015-12-01,38,20961
2015-12-01,39,17620
2015-12-01,41,7124
2015-12-01,42,13594
2015-12-01,43,9236
2015-12-01,45,13783
2015-12-01,46,15098
2015-12-01,47,12110
2015-12-01,49,18832
2015-12-01,50,16668
2015-12-01,51,19639
2015-12-01,52,14641
2015-12-01,53,14239
2015-12-01,55,9744
2015-12-01,56,8227
2015-12-01,58,11307
2015-12-01,59,13340
2015-12-01,60,23143
2015-12-01,61,18444
2015-12-01,62,15456
2015-12-01,63,13210
2015-12-01,64,20264
2015-12-01,65,18506
2015-12-01,66,14625
2015-12-01,68,10187
2015-12-01,69,10940
2015-12-01,70,10620
2015-12-01,71,9413
2015-12-01,72,14878
2015-12-01,73,8847
2015-12-01,74,9707
2015-12-01,75,9082
2015-12-01,77,13435
2015-12-01,78,7472
2015-12-01,79,9654
2015-12-01,80,12765
2015-12-01,81,9422
2015-12-01,82,11524
2015-12-01,85,7553
2015-12-01,86,15658
2015-12-01,87,12042
2015-12-01,88,9231
2015-12-01,90,5478
2015-12-01,91,11985
2015-12-01,92,14923
2015-12-01,93,7580
2015-12-01,94,12493
2015-12-01,95,13004
2015-12-01,96,8050
2016-01-01,999,9707
2016-01-01,1,6458
2016-01-01,2,6207
2016-01-01,3,11767
2016-01-01,5,16682
2016-01-01,6,22291
2016-01-01,7,28103
2016-01-01,8,10326
2016-01-01,9,34462
2016-01-01,10,10642
2016-01-01,11,10156
2016-01-01,12,10143
2016-01-01,13,10052
2016-01-01,14,9444
2016-01-01,15,9972
2016-01-01,16,7000
2016-01-01,17,10733
2016-01-01,18,9390
2016-01-01,19,16313
2016-01-01,20,12605
2016-01-01,21,14449
2016-01-01,22,10994
2016-01-01,23,10348
2016-01-01,24,10173
2016-01-01,25,8160
2016-01-01,26,11816
2016-01-01,27,9445
2016-01-01,28,8959
2016-01-01,29,11509
2016-01-01,30,9215
2016-01-01,31,8985
2016-01-01,32,9430
2016-01-01,33,9282
2016-01-01,35,20966
2016-01-01,36,12402
2016-01-01,37,12038
2016-01-01,38,16555
2016-01-01,39,12243
2016-01-01,41,4918
2016-01-01,42,9156
2016-01-01,43,6409
2016-01-01,45,10056
2016-01-01,46,11316
2016-01-01,47,8995
2016-01-01,49,14235
2016-01-01,50,12514
2016-01-01,51,14036
2016-01-01,52,10899
2016-01-01,53,10158
2016-01-01,55,8667
2016-01-01,56,6108
2016-01-01,58,8417
2016-01-01,59,9291
2016-01-01,60,16174
2016-01-01,61,13849
2016-01-01,62,11481
2016-01-01,63,10635
2016-01-01,64,17426
2016-01-01,65,13725
2016-01-01,66,9991
2016-01-01,68,7680
2016-01-01,69,8297
2016-01-01,70,7959
2016-01-01,71,6904
2016-01-01,72,10454
2016-01-01,73,7519
2016-01-01,74,8250
2016-01-01,75,6246
2016-01-01,77,9979
2016-01-01,78,8401
2016-01-01,79,8375
2016-01-01,80,10595
2016-01-01,81,7000
2016-01-01,82,8258
2016-01-01,85,5796
2016-01-01,86,11115
2016-01-01,87,9333
2016-01-01,88,6954
2016-01-01,90,5170
2016-01-01,91,7880
2016-01-01,92,10796
2016-01-01,93,6606
2016-01-01,94,10529
2016-01-01,95,8370
2016-01-01,96,6094
2016-02-01,999,9674
2016-02-01,1,6791
2016-02-01,2,6142
2016-02-01,3,12816
2016-02-01,5,16521
2016-02-01,6,22482
2016-02-01,7,28195
2016-02-01,8,10013
2016-02-01,9,33770
2016-02-01,10,10969
2016-02-01,11,10036
2016-02-01,12,9790
2016-02-01,13,10164
2016-02-01,14,9456
2016-02-01,15,11672
2016-02-01,16,7456
2016-02-01,17,11491
2016-02-01,18,9357
2016-02-01,19,14897
2016-02-01,20,13000
2016-02-01,21,15110
2016-02-01,22,11245
2016-02-01,23,10597
2016-02-01,24,11616
2016-02-01,25,9983
2016-02-01,26,12510
2016-02-01,27,10936
2016-02-01,28,10894
2016-02-01,29,13208
2016-02-01,30,9829
2016-02-01,31,9663
2016-02-01,32,10462
2016-02-01,33,10316
2016-02-01,35,19327
2016-02-01,36,12391
2016-02-01,37,11258
2016-02-01,38,17080
2016-02-01,39,12020
2016-02-01,41,5334
2016-02-01,42,9195
2016-02-01,43,6593
2016-02-01,45,10414
2016-02-01,46,11651
2016-02-01,47,9242
2016-02-01,49,14917
2016-02-01,50,13298
2016-02-01,51,15807
2016-02-01,52,11112
2016-02-01,53,10269
2016-02-01,55,9121
2016-02-01,56,6037
2016-02-01,58,8317
2016-02-01,59,8882
2016-02-01,60,15788
2016-02-01,61,14636
2016-02-01,62,11500
2016-02-01,63,10602
2016-02-01,64,15178
2016-02-01,65,13498
2016-02-01,66,10234
2016-02-01,68,7673
2016-02-01,69,8145
2016-02-01,70,7900
2016-02-01,71,7165
2016-02-01,72,10605
2016-02-01,73,7752
2016-02-01,74,7983
2016-02-01,75,6259
2016-02-01,77,10144
2016-02-01,78,8183
2016-02-01,79,9195
2016-02-01,80,10654
2016-02-01,81,7406
2016-02-01,82,8377
2016-02-01,85,5112
2016-02-01,86,11563
2016-02-01,87,9717
2016-02-01,88,7172
2016-02-01,90,2365
2016-02-01,91,8599
2016-02-01,92,11366
2016-02-01,93,7233
2016-02-01,94,10440
2016-02-01,95,8881
2016-02-01,96,6078
2016-03-01,999,9760
2016-03-01,1,6361
2016-03-01,2,6439
2016-03-01,3,13325
2016-03-01,5,16092
2016-03-01,6,27331
2016-03-01,7,27804
2016-03-01,8,10342
2016-03-01,9,32793
2016-03-01,10,11300
2016-03-01,11,9277
2016-03-01,12,10128
2016-03-01,13,10902
2016-03-01,14,9678
2016-03-01,15,11416
2016-03-01,16,7800
2016-03-01,17,11165
2016-03-01,18,9820
2016-03-01,19,14777
2016-03-01,20,13310
2016-03-01,21,14474
2016-03-01,22,11797
2016-03-01,23,11011
2016-03-01,24,10529
2016-03-01,25,8694
2016-03-01,26,12605
2016-03-01,27,10229
2016-03-01,28,9491
2016-03-01,29,12606
2016-03-01,30,9822
2016-03-01,31,10039
2016-03-01,32,9609
2016-03-01,33,9654
2016-03-01,35,19950
2016-03-01,36,13426
2016-03-01,37,11479
2016-03-01,38,18232
2016-03-01,39,13620
2016-03-01,41,5625
2016-03-01,42,9912
2016-03-01,43,6917
2016-03-01,45,10216
2016-03-01,46,11651
2016-03-01,47,9322
2016-03-01,49,15080
2016-03-01,50,13466
2016-03-01,51,14304
2016-03-01,52,11327
2016-03-01,53,10861
2016-03-01,55,8735
2016-03-01,56,6168
2016-03-01,58,8450
2016-03-01,59,10191
2016-03-01,60,14314
2016-03-01,61,14661
2016-03-01,62,11811
2016-03-01,63,10364
2016-03-01,64,14976
2016-03-01,65,13843
2016-03-01,66,10438
2016-03-01,68,7834
2016-03-01,69,8275
2016-03-01,70,8047
2016-03-01,71,7250
2016-03-01,72,10938
2016-03-01,73,7500
2016-03-01,74,7758
2016-03-01,75,6619
2016-03-01,77,10131
2016-03-01,78,6060
2016-03-01,79,9952
2016-03-01,80,10534
2016-03-01,81,7652
2016-03-01,82,8423
2016-03-01,85,6408
2016-03-01,86,11431
2016-03-01,87,9668
2016-03-01,88,7056
2016-03-01,90,1580
2016-03-01,91,8060
2016-03-01,92,10838
2016-03-01,93,6565
2016-03-01,94,10356
2016-03-01,95,8553
2016-03-01,96,6194
2016-04-01,999,9958
2016-04-01,1,6320
2016-04-01,2,6420
2016-04-01,3,12681
2016-04-01,5,16180
2016-04-01,6,25042
2016-04-01,7,29589
2016-04-01,8,11244
2016-04-01,9,35343
2016-04-01,10,11517
2016-04-01,11,11212
2016-04-01,12,9402
2016-04-01,13,11115
2016-04-01,14,10544
2016-04-01,15,11449
2016-04-01,16,7524
2016-04-01,17,12794
2016-04-01,18,12199
2016-04-01,19,15628
2016-04-01,20,13607
2016-04-01,21,14861
2016-04-01,22,12389
2016-04-01,23,12149
2016-04-01,24,10398
2016-04-01,25,8553
2016-04-01,26,13274
2016-04-01,27,9986
2016-04-01,28,9481
2016-04-01,29,12415
2016-04-01,30,9764
2016-04-01,31,9784
2016-04-01,32,10181
2016-04-01,33,10149
2016-04-01,35,21161
2016-04-01,36,13973
2016-04-01,37,11744
2016-04-01,38,17701
2016-04-01,39,15992
2016-04-01,41,6060
2016-04-01,42,10790
2016-04-01,43,7713
2016-04-01,45,10942
2016-04-01,46,12604
2016-04-01,47,10725
2016-04-01,49,15058
2016-04-01,50,14454
2016-04-01,51,15796
2016-04-01,52,12077
2016-04-01,53,11948
2016-04-01,55,8534
2016-04-01,56,6038
2016-04-01,58,9790
2016-04-01,59,9927
2016-04-01,60,15156
2016-04-01,61,14799
2016-04-01,62,12922
2016-04-01,63,10366
2016-04-01,64,17966
2016-04-01,65,14477
2016-04-01,66,12426
2016-04-01,68,8065
2016-04-01,69,8904
2016-04-01,70,8584
2016-04-01,71,7897
2016-04-01,72,11350
2016-04-01,73,8001
2016-04-01,74,7968
2016-04-01,75,7490
2016-04-01,77,11334
2016-04-01,78,6280
2016-04-01,79,11431
2016-04-01,80,10800
2016-04-01,81,7830
2016-04-01,82,9736
2016-04-01,85,6450
2016-04-01,86,11449
2016-04-01,87,9486
2016-04-01,88,8287
2016-04-01,90,1509
2016-04-01,91,8698
2016-04-01,92,11348
2016-04-01,93,6854
2016-04-01,94,10495
2016-04-01,95,9050
2016-04-01,96,7000
2016-05-01,999,10611
2016-05-01,1,6939
2016-05-01,2,6889
2016-05-01,3,14188
2016-05-01,5,19586
2016-05-01,6,23192
2016-05-01,7,32217
2016-05-01,8,13568
2016-05-01,9,34173
2016-05-01,10,12125
2016-05-01,11,11190
2016-05-01,12,11282
2016-05-01,13,11393
2016-05-01,14,10900
2016-05-01,15,11927
2016-05-01,16,7948
2016-05-01,17,13357
2016-05-01,18,12690
2016-05-01,19,18617
2016-05-01,20,13915
2016-05-01,21,17109
2016-05-01,22,13540
2016-05-01,23,12880
2016-05-01,24,13010
2016-05-01,25,11425
2016-05-01,26,14704
2016-05-01,27,12729
2016-05-01,28,12265
2016-05-01,29,15540
2016-05-01,30,11798
2016-05-01,31,10530
2016-05-01,32,12192
2016-05-01,33,11764
2016-05-01,35,21531
2016-05-01,36,14435
2016-05-01,37,13650
2016-05-01,38,17956
2016-05-01,39,15810
2016-05-01,41,6515
2016-05-01,42,11598
2016-05-01,43,8324
2016-05-01,45,11427
2016-05-01,46,13291
2016-05-01,47,10803
2016-05-01,49,15329
2016-05-01,50,14337
2016-05-01,51,15321
2016-05-01,52,13030
2016-05-01,53,12205
2016-05-01,55,8615
2016-05-01,56,6208
2016-05-01,58,9851
2016-05-01,59,9903
2016-05-01,60,14886
2016-05-01,61,14979
2016-05-01,62,13007
2016-05-01,63,11210
2016-05-01,64,18185
2016-05-01,65,14710
2016-05-01,66,11833
2016-05-01,68,8360
2016-05-01,69,9000
2016-05-01,70,9328
2016-05-01,71,8546
2016-05-01,72,13346
2016-05-01,73,7984
2016-05-01,74,8718
2016-05-01,75,7771
2016-05-01,77,12023
2016-05-01,78,5913
2016-05-01,79,12278
2016-05-01,80,10776
2016-05-01,81,7978
2016-05-01,82,9995
2016-05-01,85,6380
2016-05-01,86,11507
2016-05-01,87,9718
2016-05-01,88,8003
2016-05-01,90,1833
2016-05-01,91,8376
2016-05-01,92,11956
2016-05-01,93,6790
2016-05-01,94,10669
2016-05-01,95,10355
2016-05-01,96,7200
2016-06-01,999,14450
2016-06-01,1,8320
2016-06-01,2,9236
2016-06-01,3,17874
2016-06-01,5,38706
2016-06-01,6,32276
2016-06-01,7,44421
2016-06-01,8,18629
2016-06-01,9,50562
2016-06-01,10,17450
2016-06-01,11,16168
2016-06-01,12,14485
2016-06-01,13,17573
2016-06-01,14,15640
2016-06-01,15,18909
2016-06-01,16,10970
2016-06-01,17,18407
2016-06-01,18,17216
2016-06-01,19,25421
2016-06-01,20,21786
2016-06-01,21,24560
2016-06-01,22,18532
2016-06-01,23,18357
2016-06-01,24,17280
2016-06-01,25,14906
2016-06-01,26,20285
2016-06-01,27,16825
2016-06-01,28,16014
2016-06-01,29,20132
2016-06-01,30,15132
2016-06-01,31,15419
2016-06-01,32,16428
2016-06-01,33,15749
2016-06-01,35,30969
2016-06-01,36,20926
2016-06-01,37,15890
2016-06-01,38,22478
2016-06-01,39,22734
2016-06-01,41,8509
2016-06-01,42,15884
2016-06-01,43,10968
2016-06-01,45,16094
2016-06-01,46,17857
2016-06-01,47,15020
2016-06-01,49,20566
2016-06-01,50,18229
2016-06-01,51,20744
2016-06-01,52,18060
2016-06-01,53,16816
2016-06-01,55,11015
2016-06-01,56,9562
2016-06-01,58,13088
2016-06-01,59,13491
2016-06-01,60,22578
2016-06-01,61,21453
2016-06-01,62,18500
2016-06-01,63,15366
2016-06-01,64,25701
2016-06-01,65,21762
2016-06-01,66,17174
2016-06-01,68,12031
2016-06-01,69,12998
2016-06-01,70,12280
2016-06-01,71,11546
2016-06-01,72,17025
2016-06-01,73,11000
2016-06-01,74,11983
2016-06-01,75,10982
2016-06-01,77,16990
2016-06-01,78,6008
2016-06-01,79,15804
2016-06-01,80,14203
2016-06-01,81,10676
2016-06-01,82,13695
2016-06-01,85,8166
2016-06-01,86,17908
2016-06-01,87,14164
2016-06-01,88,12255
2016-06-01,90,7502
2016-06-01,91,12063
2016-06-01,92,17635
2016-06-01,93,9502
2016-06-01,94,15113
2016-06-01,95,13164
2016-06-01,96,9622
2016-07-01,999,10600
2016-07-01,1,7503
2016-07-01,2,6558
2016-07-01,3,13762
2016-07-01,5,23068
2016-07-01,6,25333
2016-07-01,7,29750
2016-07-01,8,12986
2016-07-01,9,48960
2016-07-01,10,13136
2016-07-01,11,11157
2016-07-01,12,11017
2016-07-01,13,12558
2016-07-01,14,11627
2016-07-01,15,13163
2016-07-01,16,8105
2016-07-01,17,13053
2016-07-01,18,11678
2016-07-01,19,18899
2016-07-01,20,15305
2016-07-01,21,16951
2016-07-01,22,13102
2016-07-01,23,12780
2016-07-01,24,12246
2016-07-01,25,10472
2016-07-01,26,14245
2016-07-01,27,11798
2016-07-01,28,11269
2016-07-01,29,14697
2016-07-01,30,11225
2016-07-01,31,10491
2016-07-01,32,11394
2016-07-01,33,11098
2016-07-01,35,21395
2016-07-01,36,14661
2016-07-01,37,14388
2016-07-01,38,20225
2016-07-01,39,15810
2016-07-01,41,6522
2016-07-01,42,11236
2016-07-01,43,7874
2016-07-01,45,12346
2016-07-01,46,13544
2016-07-01,47,10813
2016-07-01,49,16266
2016-07-01,50,14417
2016-07-01,51,17500
2016-07-01,52,13581
2016-07-01,53,12495
2016-07-01,55,9739
2016-07-01,56,7365
2016-07-01,58,9565
2016-07-01,59,10500
2016-07-01,60,15706
2016-07-01,61,14672
2016-07-01,62,13274
2016-07-01,63,10833
2016-07-01,64,17972
2016-07-01,65,16460
2016-07-01,66,12175
2016-07-01,68,8354
2016-07-01,69,9375
2016-07-01,70,9221
2016-07-01,71,8324
2016-07-01,72,13500
2016-07-01,73,8450
2016-07-01,74,8751
2016-07-01,75,7367
2016-07-01,77,12023
2016-07-01,78,8325
2016-07-01,79,11807
2016-07-01,80,13259
2016-07-01,81,8617
2016-07-01,82,9674
2016-07-01,85,6522
2016-07-01,86,13726
2016-07-01,87,11602
2016-07-01,88,8950
2016-07-01,90,6411
2016-07-01,91,10058
2016-07-01,92,12602
2016-07-01,93,7535
2016-07-01,94,11523
2016-07-01,95,9536
2016-07-01,96,7219
2016-08-01,999,11213
2016-08-01,1,7680
2016-08-01,2,7379
2016-08-01,3,14100
2016-08-01,5,19498
2016-08-01,6,25536
2016-08-01,7,40525
2016-08-01,8,13320
2016-08-01,9,41303
2016-08-01,10,13981
2016-08-01,11,11620
2016-08-01,12,13842
2016-08-01,13,12741
2016-08-01,14,11923
2016-08-01,15,13741
2016-08-01,16,8713
2016-08-01,17,13779
2016-08-01,18,12038
2016-08-01,19,17824
2016-08-01,20,15527
2016-08-01,21,18294
2016-08-01,22,13998
2016-08-01,23,13000
2016-08-01,24,12560
2016-08-01,25,10906
2016-08-01,26,14256
2016-08-01,27,12457
2016-08-01,28,11750
2016-08-01,29,15267
2016-08-01,30,11624
2016-08-01,31,11631
2016-08-01,32,11860
2016-08-01,33,11551
2016-08-01,35,21974
2016-08-01,36,14665
2016-08-01,37,13146
2016-08-01,38,20334
2016-08-01,39,15820
2016-08-01,41,6702
2016-08-01,42,12010
2016-08-01,43,8261
2016-08-01,45,12681
2016-08-01,46,13824
2016-08-01,47,10365
2016-08-01,49,16425
2016-08-01,50,15000
2016-08-01,51,18661
2016-08-01,52,13782
2016-08-01,53,12345
2016-08-01,55,10382
2016-08-01,56,7155
2016-08-01,58,9454
2016-08-01,59,9094
2016-08-01,60,18766
2016-08-01,61,15894
2016-08-01,62,13535
2016-08-01,63,10764
2016-08-01,64,17633
2016-08-01,65,16160
2016-08-01,66,12130
2016-08-01,68,8921
2016-08-01,69,9355
2016-08-01,70,9319
2016-08-01,71,8545
2016-08-01,72,13500
2016-08-01,73,9036
2016-08-01,74,9452
2016-08-01,75,7395
2016-08-01,77,12096
2016-08-01,78,7306
2016-08-01,79,10923
2016-08-01,80,13332
2016-08-01,81,8815
2016-08-01,82,9591
2016-08-01,85,6420
2016-08-01,86,13609
2016-08-01,87,11602
2016-08-01,88,8887
2016-08-01,90,5300
2016-08-01,91,9578
2016-08-01,92,12600
2016-08-01,93,7349
2016-08-01,94,11643
2016-08-01,95,10032
2016-08-01,96,7202
2016-09-01,999,11348
2016-09-01,1,7426
2016-09-01,2,7378
2016-09-01,3,12163
2016-09-01,5,21448
2016-09-01,6,25870
2016-09-01,7,33989
2016-09-01,8,13853
2016-09-01,9,39269
2016-09-01,10,13678
2016-09-01,11,11993
2016-09-01,12,13842
2016-09-01,13,12422
2016-09-01,14,11882
2016-09-01,15,13542
2016-09-01,16,8806
2016-09-01,17,12916
2016-09-01,18,11691
2016-09-01,19,17756
2016-09-01,20,15750
2016-09-01,21,18280
2016-09-01,22,13578
2016-09-01,23,12599
2016-09-01,24,12154
2016-09-01,25,10533
2016-09-01,26,14652
2016-09-01,27,11990
2016-09-01,28,11448
2016-09-01,29,14694
2016-09-01,30,11561
2016-09-01,31,11270
2016-09-01,32,11634
2016-09-01,33,11012
2016-09-01,35,27502
2016-09-01,36,14887
2016-09-01,37,13519
2016-09-01,38,21314
2016-09-01,39,16018
2016-09-01,41,6562
2016-09-01,42,11436
2016-09-01,43,8061
2016-09-01,45,12433
2016-09-01,46,13967
2016-09-01,47,10571
2016-09-01,49,17098
2016-09-01,50,14747
2016-09-01,51,17826
2016-09-01,52,13849
2016-09-01,53,12508
2016-09-01,55,9788
2016-09-01,56,7050
2016-09-01,58,10175
2016-09-01,59,8894
2016-09-01,60,16338
2016-09-01,61,16133
2016-09-01,62,14000
2016-09-01,63,10883
2016-09-01,64,20000
2016-09-01,65,16509
2016-09-01,66,12454
2016-09-01,68,8873
2016-09-01,69,9638
2016-09-01,70,9393
2016-09-01,71,8469
2016-09-01,72,13500
2016-09-01,73,8770
2016-09-01,74,10470
2016-09-01,75,7498
2016-09-01,77,11869
2016-09-01,78,4800
2016-09-01,79,11000
2016-09-01,80,13174
2016-09-01,81,9221
2016-09-01,82,9607
2016-09-01,85,6581
2016-09-01,86,13700
2016-09-01,87,11728
2016-09-01,88,9057
2016-09-01,90,3784
2016-09-01,91,9426
2016-09-01,92,12254
2016-09-01,93,7296
2016-09-01,94,11865
2016-09-01,95,10048
2016-09-01,96,7321
2016-10-01,999,11934
2016-10-01,1,7451
2016-10-01,2,7669
2016-10-01,3,14717
2016-10-01,5,19322
2016-10-01,6,26329
2016-10-01,7,34124
2016-10-01,8,14334
2016-10-01,9,45824
2016-10-01,10,13800
2016-10-01,11,12385
