fecha,clae2,w_median
2010-08-01,25,2455
2010-08-01,26,3073
2010-08-01,27,2792
2010-08-01,28,2745
2010-08-01,29,3950
2010-08-01,30,2588
2010-08-01,31,2430
2010-08-01,32,2468
2010-08-01,33,2677
2010-08-01,35,4224
2010-08-01,36,2896
2010-08-01,37,2868
2010-08-01,38,4067
2010-08-01,39,3039
2010-08-01,41,1665
2010-08-01,42,2671
2010-08-01,43,1974
2010-08-01,45,2551
2010-08-01,46,2717
2010-08-01,47,2451
2010-08-01,49,3485
2010-08-01,50,3150
2010-08-01,51,4619
2010-08-01,52,2754
2010-08-01,53,2691
2010-08-01,55,2628
2010-08-01,56,1583
2010-08-01,58,2341
2010-08-01,59,1619
2010-08-01,60,3671
2010-08-01,61,3029
2010-08-01,62,2787
2010-08-01,63,2641
2010-08-01,64,3530
2010-08-01,65,3469
2010-08-01,66,2696
2010-08-01,68,2137
2010-08-01,69,1816
2010-08-01,70,2056
2010-08-01,71,1976
2010-08-01,72,2465
2010-08-01,73,1770
2010-08-01,74,1921
2010-08-01,75,1439
2010-08-01,77,2574
2010-08-01,78,2338
2010-08-01,79,2665
2010-08-01,80,2618
2010-08-01,81,1965
2010-08-01,82,2034
2010-08-01,85,1360
2010-08-01,86,2569
2010-08-01,87,2254
2010-08-01,88,1627
2010-08-01,90,1496
2010-08-01,91,2076
2010-08-01,92,2986
2010-08-01,93,1592
2010-08-01,94,2565
2010-08-01,95,2271
2010-08-01,96,1481
2010-09-01,999,2330
2010-09-01,1,1787
2010-09-01,2,1483
2010-09-01,3,3688
2010-09-01,5,2730
2010-09-01,6,6694
2010-09-01,7,5567
2010-09-01,8,2640
2010-09-01,9,8793
2010-09-01,10,2833
2010-09-01,11,2749
2010-09-01,12,3072
2010-09-01,13,2562
2010-09-01,14,2500
2010-09-01,15,2580
2010-09-01,16,1980
2010-09-01,17,2922
2010-09-01,18,2405
2010-09-01,19,3293
2010-09-01,20,3230
2010-09-01,21,3664
2010-09-01,22,3021
2010-09-01,23,2900
2010-09-01,24,3258
2010-09-01,25,2473
2010-09-01,26,3936
2010-09-01,27,2832
2010-09-01,28,2758
2010-09-01,29,4012
2010-09-01,30,2676
2010-09-01,31,2387
2010-09-01,32,2513
2010-09-01,33,2677
2010-09-01,35,4800
2010-09-01,36,2941
2010-09-01,37,2933
2010-09-01,38,3975
2010-09-01,39,2842
2010-09-01,41,1636
2010-09-01,42,2579
2010-09-01,43,1976
2010-09-01,45,2606
2010-09-01,46,2900
2010-09-01,47,2561
2010-09-01,49,3589
2010-09-01,50,3204
2010-09-01,51,4458
2010-09-01,52,2852
2010-09-01,53,2884
2010-09-01,55,2500
2010-09-01,56,1525
2010-09-01,58,2377
2010-09-01,59,1697
2010-09-01,60,3636
2010-09-01,61,3169
2010-09-01,62,2950
2010-09-01,63,2843
2010-09-01,64,3691
2010-09-01,65,3474
2010-09-01,66,2849
2010-09-01,68,2234
2010-09-01,69,1926
2010-09-01,70,2147
2010-09-01,71,1936
2010-09-01,72,2864
2010-09-01,73,1807
2010-09-01,74,2005
2010-09-01,75,1575
2010-09-01,77,2615
2010-09-01,78,2336
2010-09-01,79,2776
2010-09-01,80,2600
2010-09-01,81,2030
2010-09-01,82,2181
2010-09-01,85,1379
2010-09-01,86,2781
2010-09-01,87,2406
2010-09-01,88,1695
2010-09-01,90,1252
2010-09-01,91,1780
2010-09-01,92,3077
2010-09-01,93,1540
2010-09-01,94,2625
2010-09-01,95,2332
2010-09-01,96,1540
2010-10-01,999,2343
2010-10-01,1,1700
2010-10-01,2,1658
2010-10-01,3,3203
2010-10-01,5,3127
2010-10-01,6,6308
2010-10-01,7,5353
2010-10-01,8,2653
2010-10-01,9,8775
2010-10-01,10,2888
2010-10-01,11,2837
2010-10-01,12,3794
2010-10-01,13,2632
2010-10-01,14,2500
2010-10-01,15,2538
2010-10-01,16,2083
2010-10-01,17,2947
2010-10-01,18,2503
2010-10-01,19,3433
2010-10-01,20,3229
2010-10-01,21,3661
2010-10-01,22,3104
2010-10-01,23,2935
2010-10-01,24,3148
2010-10-01,25,2394
2010-10-01,26,3506
2010-10-01,27,2750
2010-10-01,28,2690
2010-10-01,29,3957
2010-10-01,30,2634
2010-10-01,31,2443
2010-10-01,32,2447
2010-10-01,33,2647
2010-10-01,35,4335
2010-10-01,36,3011
2010-10-01,37,2975
2010-10-01,38,4077
2010-10-01,39,3022
2010-10-01,41,1679
2010-10-01,42,2588
2010-10-01,43,2012
2010-10-01,45,2646
2010-10-01,46,2908
2010-10-01,47,2608
2010-10-01,49,3579
2010-10-01,50,3100
2010-10-01,51,4543
2010-10-01,52,2886
2010-10-01,53,2750
2010-10-01,55,2529
2010-10-01,56,1562
2010-10-01,58,2470
2010-10-01,59,2034
2010-10-01,60,3915
2010-10-01,61,3194
2010-10-01,62,2978
2010-10-01,63,2911
2010-10-01,64,4122
2010-10-01,65,3656
2010-10-01,66,2858
2010-10-01,68,2256
2010-10-01,69,1920
2010-10-01,70,2164
2010-10-01,71,1980
2010-10-01,72,2577
2010-10-01,73,1647
2010-10-01,74,2044
2010-10-01,75,1567
2010-10-01,77,2721
2010-10-01,78,2390
2010-10-01,79,2636
2010-10-01,80,2700
2010-10-01,81,2035
2010-10-01,82,2177
2010-10-01,85,1405
2010-10-01,86,2740
2010-10-01,87,2421
2010-10-01,88,1583
2010-10-01,90,1102
2010-10-01,91,1913
2010-10-01,92,3181
2010-10-01,93,1606
2010-10-01,94,2643
2010-10-01,95,2319
2010-10-01,96,1545
2010-11-01,999,2353
2010-11-01,1,1814
2010-11-01,2,1740
2010-11-01,3,2975
2010-11-01,5,2924
2010-11-01,6,6860
2010-11-01,7,5276
2010-11-01,8,2721
2010-11-01,9,8828
2010-11-01,10,2942
2010-11-01,11,2858
2010-11-01,12,3976
2010-11-01,13,2642
2010-11-01,14,2592
2010-11-01,15,2739
2010-11-01,16,2171
2010-11-01,17,2997
2010-11-01,18,2532
2010-11-01,19,3216
2010-11-01,20,3260
2010-11-01,21,3743
2010-11-01,22,3194
2010-11-01,23,2980
2010-11-01,24,3363
2010-11-01,25,2478
2010-11-01,26,3743
2010-11-01,27,2864
2010-11-01,28,2764
2010-11-01,29,4108
2010-11-01,30,2727
2010-11-01,31,2526
2010-11-01,32,2532
2010-11-01,33,2762
2010-11-01,35,4354
2010-11-01,36,3008
2010-11-01,37,2875
2010-11-01,38,4095
2010-11-01,39,3068
2010-11-01,41,1722
2010-11-01,42,2705
2010-11-01,43,2061
2010-11-01,45,2712
2010-11-01,46,2922
2010-11-01,47,2646
2010-11-01,49,3721
2010-11-01,50,3257
2010-11-01,51,5055
2010-11-01,52,2934
2010-11-01,53,2816
2010-11-01,55,2582
2010-11-01,56,1570
2010-11-01,58,2512
2010-11-01,59,2067
2010-11-01,60,3778
2010-11-01,61,3169
2010-11-01,62,3000
2010-11-01,63,2819
2010-11-01,64,3693
2010-11-01,65,3653
2010-11-01,66,2834
2010-11-01,68,2259
2010-11-01,69,1929
2010-11-01,70,2171
2010-11-01,71,1964
2010-11-01,72,2631
2010-11-01,73,1687
2010-11-01,74,2092
2010-11-01,75,1571
2010-11-01,77,2910
2010-11-01,78,2353
2010-11-01,79,2671
2010-11-01,80,2703
2010-11-01,81,2030
2010-11-01,82,2188
2010-11-01,85,1437
2010-11-01,86,2741
2010-11-01,87,2379
2010-11-01,88,1744
2010-11-01,90,836
2010-11-01,91,2215
2010-11-01,92,3146
2010-11-01,93,1564
2010-11-01,94,2750
2010-11-01,95,2325
2010-11-01,96,1570
2010-12-01,999,3122
2010-12-01,1,2362
2010-12-01,2,2480
2010-12-01,3,4394
2010-12-01,5,4243
2010-12-01,6,9827
2010-12-01,7,7590
2010-12-01,8,4281
2010-12-01,9,11287
2010-12-01,10,4222
2010-12-01,11,4054
2010-12-01,12,6125
2010-12-01,13,4006
2010-12-01,14,3694
2010-12-01,15,4323
2010-12-01,16,3066
2010-12-01,17,4467
2010-12-01,18,3767
2010-12-01,19,5483
2010-12-01,20,4931
2010-12-01,21,5536
2010-12-01,22,4620
2010-12-01,23,4528
2010-12-01,24,5097
2010-12-01,25,3800
2010-12-01,26,5682
2010-12-01,27,4378
2010-12-01,28,4229
2010-12-01,29,6320
2010-12-01,30,3826
2010-12-01,31,3869
2010-12-01,32,3733
2010-12-01,33,3925
2010-12-01,35,6680
2010-12-01,36,4749
2010-12-01,37,4614
2010-12-01,38,5916
2010-12-01,39,4684
2010-12-01,41,2290
2010-12-01,42,3924
2010-12-01,43,2892
2010-12-01,45,3818
2010-12-01,46,4208
2010-12-01,47,3628
2010-12-01,49,5098
2010-12-01,50,4755
2010-12-01,51,6733
2010-12-01,52,4214
2010-12-01,53,4080
2010-12-01,55,2966
2010-12-01,56,2301
2010-12-01,58,3680
2010-12-01,59,2898
2010-12-01,60,5665
2010-12-01,61,4805
2010-12-01,62,4459
2010-12-01,63,4298
2010-12-01,64,5652
2010-12-01,65,5477
2010-12-01,66,4090
2010-12-01,68,3192
2010-12-01,69,2850
2010-12-01,70,2876
2010-12-01,71,2745
2010-12-01,72,3564
2010-12-01,73,2394
2010-12-01,74,2680
2010-12-01,75,2389
2010-12-01,77,4019
2010-12-01,78,2745
2010-12-01,79,3367
2010-12-01,80,3386
2010-12-01,81,2487
2010-12-01,82,3080
2010-12-01,85,2000
2010-12-01,86,4127
2010-12-01,87,3569
2010-12-01,88,2388
2010-12-01,90,1705
2010-12-01,91,3081
2010-12-01,92,4754
2010-12-01,93,2137
2010-12-01,94,3743
2010-12-01,95,3484
2010-12-01,96,2312
2011-01-01,999,2439
2011-01-01,1,1868
2011-01-01,2,1784
2011-01-01,3,2986
2011-01-01,5,3185
2011-01-01,6,7000
2011-01-01,7,6392
2011-01-01,8,2817
2011-01-01,9,8944
2011-01-01,10,2992
2011-01-01,11,3126
2011-01-01,12,4562
2011-01-01,13,2636
2011-01-01,14,2613
2011-01-01,15,2977
2011-01-01,16,2175
2011-01-01,17,3142
2011-01-01,18,2783
2011-01-01,19,3539
2011-01-01,20,3562
2011-01-01,21,3955
2011-01-01,22,3578
2011-01-01,23,3183
2011-01-01,24,3410
2011-01-01,25,2581
2011-01-01,26,3770
2011-01-01,27,2987
2011-01-01,28,2841
2011-01-01,29,4450
2011-01-01,30,2678
2011-01-01,31,2666
2011-01-01,32,2724
2011-01-01,33,2931
2011-01-01,35,5040
2011-01-01,36,3283
2011-01-01,37,3333
2011-01-01,38,4255
2011-01-01,39,3281
2011-01-01,41,1796
2011-01-01,42,2890
2011-01-01,43,2244
2011-01-01,45,2822
2011-01-01,46,3105
2011-01-01,47,2767
2011-01-01,49,3819
2011-01-01,50,3723
2011-01-01,51,5644
2011-01-01,52,3095
2011-01-01,53,2842
2011-01-01,55,2678
2011-01-01,56,1753
2011-01-01,58,2687
2011-01-01,59,2106
2011-01-01,60,4040
2011-01-01,61,3363
2011-01-01,62,3202
2011-01-01,63,3181
2011-01-01,64,4261
2011-01-01,65,3865
2011-01-01,66,3012
2011-01-01,68,2383
2011-01-01,69,2163
2011-01-01,70,2236
2011-01-01,71,2182
2011-01-01,72,2754
2011-01-01,73,2000
2011-01-01,74,2180
2011-01-01,75,1678
2011-01-01,77,3022
2011-01-01,78,2376
2011-01-01,79,2738
2011-01-01,80,2700
2011-01-01,81,1947
2011-01-01,82,2334
2011-01-01,85,1553
2011-01-01,86,2986
2011-01-01,87,2560
2011-01-01,88,1762
2011-01-01,90,1888
2011-01-01,91,2118
2011-01-01,92,3232
2011-01-01,93,1813
2011-01-01,94,2931
2011-01-01,95,2376
2011-01-01,96,1687
2011-02-01,999,2465
2011-02-01,1,1929
2011-02-01,2,1632
2011-02-01,3,3005
2011-02-01,5,4526
2011-02-01,6,6678
2011-02-01,7,4832
2011-02-01,8,2781
2011-02-01,9,9257
2011-02-01,10,2942
2011-02-01,11,2700
2011-02-01,12,2340
2011-02-01,13,2531
2011-02-01,14,2568
2011-02-01,15,2747
2011-02-01,16,2085
2011-02-01,17,3036
2011-02-01,18,2605
2011-02-01,19,3333
2011-02-01,20,3421
2011-02-01,21,3814
2011-02-01,22,3220
2011-02-01,23,3058
2011-02-01,24,3334
2011-02-01,25,2676
2011-02-01,26,3550
2011-02-01,27,2991
2011-02-01,28,2824
2011-02-01,29,4018
2011-02-01,30,2661
2011-02-01,31,2547
2011-02-01,32,2607
2011-02-01,33,2994
2011-02-01,35,4881
2011-02-01,36,3437
2011-02-01,37,3219
2011-02-01,38,4126
2011-02-01,39,3503
2011-02-01,41,1761
2011-02-01,42,2837
2011-02-01,43,2174
2011-02-01,45,2823
2011-02-01,46,3109
2011-02-01,47,2773
2011-02-01,49,3842
2011-02-01,50,3583
2011-02-01,51,5541
2011-02-01,52,3047
2011-02-01,53,2915
2011-02-01,55,2737
2011-02-01,56,1675
2011-02-01,58,2646
2011-02-01,59,2016
2011-02-01,60,3805
2011-02-01,61,3249
2011-02-01,62,3194
2011-02-01,63,3178
2011-02-01,64,4065
2011-02-01,65,3786
2011-02-01,66,2905
2011-02-01,68,2337
2011-02-01,69,2127
2011-02-01,70,2189
2011-02-01,71,2170
2011-02-01,72,2465
2011-02-01,73,2136
2011-02-01,74,2150
2011-02-01,75,1701
2011-02-01,77,2980
2011-02-01,78,2361
2011-02-01,79,2801
2011-02-01,80,2700
2011-02-01,81,1951
2011-02-01,82,2298
2011-02-01,85,1397
2011-02-01,86,3060
2011-02-01,87,2609
2011-02-01,88,1857
2011-02-01,90,1774
2011-02-01,91,2196
2011-02-01,92,3301
2011-02-01,93,1840
2011-02-01,94,2881
2011-02-01,95,2397
2011-02-01,96,1684
2011-03-01,999,2546
2011-03-01,1,1965
2011-03-01,2,1750
2011-03-01,3,3214
2011-03-01,5,4209
2011-03-01,6,6967
2011-03-01,7,6070
2011-03-01,8,3005
2011-03-01,9,9208
2011-03-01,10,3161
2011-03-01,11,2980
2011-03-01,12,3465
2011-03-01,13,2763
2011-03-01,14,2721
2011-03-01,15,3039
2011-03-01,16,2322
2011-03-01,17,3223
2011-03-01,18,2782
2011-03-01,19,3495
2011-03-01,20,3517
2011-03-01,21,3934
2011-03-01,22,3336
2011-03-01,23,3306
2011-03-01,24,3640
2011-03-01,25,2747
2011-03-01,26,3638
2011-03-01,27,3108
2011-03-01,28,3024
2011-03-01,29,4416
2011-03-01,30,2838
2011-03-01,31,2790
2011-03-01,32,2836
2011-03-01,33,2980
2011-03-01,35,4866
2011-03-01,36,3635
2011-03-01,37,3006
2011-03-01,38,4611
2011-03-01,39,3566
2011-03-01,41,1956
2011-03-01,42,3082
2011-03-01,43,2337
2011-03-01,45,2883
2011-03-01,46,3131
2011-03-01,47,2931
2011-03-01,49,3984
2011-03-01,50,3728
2011-03-01,51,5757
2011-03-01,52,3129
2011-03-01,53,2879
2011-03-01,55,2802
2011-03-01,56,1826
2011-03-01,58,2753
2011-03-01,59,2363
2011-03-01,60,4100
2011-03-01,61,3366
2011-03-01,62,3254
2011-03-01,63,3129
2011-03-01,64,4233
2011-03-01,65,3805
2011-03-01,66,3000
2011-03-01,68,2390
2011-03-01,69,2121
2011-03-01,70,2290
2011-03-01,71,2276
2011-03-01,72,2800
2011-03-01,73,2016
2011-03-01,74,2226
2011-03-01,75,1679
2011-03-01,77,3099
2011-03-01,78,2544
2011-03-01,79,2963
2011-03-01,80,2727
2011-03-01,81,2026
2011-03-01,82,2402
2011-03-01,85,1722
2011-03-01,86,3094
2011-03-01,87,2773
2011-03-01,88,1777
2011-03-01,90,1241
2011-03-01,91,2053
2011-03-01,92,3500
2011-03-01,93,1798
2011-03-01,94,3013
2011-03-01,95,2411
2011-03-01,96,1659
2011-04-01,999,2569
2011-04-01,1,2042
2011-04-01,2,1811
2011-04-01,3,3546
2011-04-01,5,4722
2011-04-01,6,7826
2011-04-01,7,5950
2011-04-01,8,3061
2011-04-01,9,9914
2011-04-01,10,3170
2011-04-01,11,3204
2011-04-01,12,3080
2011-04-01,13,2899
2011-04-01,14,2783
2011-04-01,15,3223
2011-04-01,16,2253
2011-04-01,17,3230
2011-04-01,18,2835
2011-04-01,19,3991
2011-04-01,20,3541
2011-04-01,21,3959
2011-04-01,22,3230
2011-04-01,23,3250
2011-04-01,24,3485
2011-04-01,25,2549
2011-04-01,26,3484
2011-04-01,27,2957
2011-04-01,28,2858
2011-04-01,29,4206
2011-04-01,30,2819
2011-04-01,31,2688
2011-04-01,32,2744
2011-04-01,33,2918
2011-04-01,35,4866
2011-04-01,36,3494
2011-04-01,37,3224
2011-04-01,38,4419
2011-04-01,39,3880
2011-04-01,41,1842
2011-04-01,42,2891
2011-04-01,43,2218
2011-04-01,45,2895
2011-04-01,46,3138
2011-04-01,47,2989
2011-04-01,49,4091
2011-04-01,50,3614
2011-04-01,51,6143
2011-04-01,52,3179
2011-04-01,53,2954
2011-04-01,55,2758
2011-04-01,56,1759
2011-04-01,58,2742
2011-04-01,59,2607
2011-04-01,60,4061
2011-04-01,61,3398
2011-04-01,62,3301
2011-04-01,63,3141
2011-04-01,64,4192
2011-04-01,65,3868
2011-04-01,66,2940
2011-04-01,68,2370
2011-04-01,69,2159
2011-04-01,70,2297
2011-04-01,71,2223
2011-04-01,72,2737
2011-04-01,73,2140
2011-04-01,74,2167
2011-04-01,75,1661
2011-04-01,77,3023
2011-04-01,78,2519
2011-04-01,79,2991
2011-04-01,80,2762
2011-04-01,81,2066
2011-04-01,82,2403
2011-04-01,85,1808
2011-04-01,86,3085
2011-04-01,87,2707
2011-04-01,88,1966
2011-04-01,90,1137
2011-04-01,91,1932
2011-04-01,92,3563
2011-04-01,93,1741
2011-04-01,94,2967
2011-04-01,95,2361
2011-04-01,96,1706
2011-05-01,999,2635
2011-05-01,1,2210
2011-05-01,2,1751
2011-05-01,3,3781
2011-05-01,5,4659
2011-05-01,6,9464
2011-05-01,7,7337
2011-05-01,8,3242
2011-05-01,9,14515
2011-05-01,10,3285
2011-05-01,11,3339
2011-05-01,12,3311
2011-05-01,13,3043
2011-05-01,14,3065
2011-05-01,15,3339
2011-05-01,16,2520
2011-05-01,17,3636
2011-05-01,18,3273
2011-05-01,19,4139
2011-05-01,20,3706
2011-05-01,21,3986
2011-05-01,22,3337
2011-05-01,23,3840
2011-05-01,24,4093
2011-05-01,25,3342
2011-05-01,26,4408
2011-05-01,27,3518
2011-05-01,28,3687
2011-05-01,29,4849
2011-05-01,30,3275
2011-05-01,31,3022
2011-05-01,32,3150
2011-05-01,33,3355
2011-05-01,35,5369
2011-05-01,36,3683
2011-05-01,37,3332
2011-05-01,38,4629
2011-05-01,39,3943
2011-05-01,41,2462
2011-05-01,42,3820
2011-05-01,43,2779
2011-05-01,45,3116
2011-05-01,46,3179
2011-05-01,47,3021
2011-05-01,49,4247
2011-05-01,50,3806
2011-05-01,51,5281
2011-05-01,52,3234
2011-05-01,53,2963
2011-05-01,55,2824
2011-05-01,56,1792
2011-05-01,58,2810
2011-05-01,59,2127
2011-05-01,60,4076
2011-05-01,61,3389
2011-05-01,62,3307
2011-05-01,63,3160
2011-05-01,64,4287
2011-05-01,65,4060
2011-05-01,66,2955
2011-05-01,68,2500
2011-05-01,69,2180
2011-05-01,70,2361
2011-05-01,71,2599
2011-05-01,72,2892
2011-05-01,73,2149
2011-05-01,74,2189
2011-05-01,75,1690
2011-05-01,77,3204
2011-05-01,78,2701
2011-05-01,79,3000
2011-05-01,80,2737
2011-05-01,81,2089
2011-05-01,82,2428
2011-05-01,85,1771
2011-05-01,86,3084
2011-05-01,87,2709
2011-05-01,88,1873
2011-05-01,90,991
2011-05-01,91,2287
2011-05-01,92,3601
2011-05-01,93,1685
2011-05-01,94,3172
2011-05-01,95,2691
2011-05-01,96,1771
2011-06-01,999,4060
2011-06-01,1,2525
2011-06-01,2,2177
2011-06-01,3,5070
2011-06-01,5,5912
2011-06-01,6,11361
2011-06-01,7,8801
2011-06-01,8,4523
2011-06-01,9,13400
2011-06-01,10,4916
2011-06-01,11,4575
2011-06-01,12,4447
2011-06-01,13,4616
2011-06-01,14,4340
2011-06-01,15,4811
2011-06-01,16,3307
2011-06-01,17,5250
2011-06-01,18,4549
2011-06-01,19,6090
2011-06-01,20,5806
2011-06-01,21,5871
2011-06-01,22,5099
2011-06-01,23,5083
2011-06-01,24,5312
2011-06-01,25,4478
2011-06-01,26,6468
2011-06-01,27,4883
2011-06-01,28,4847
2011-06-01,29,6729
2011-06-01,30,4646
2011-06-01,31,4207
2011-06-01,32,4462
2011-06-01,33,4800
2011-06-01,35,7551
2011-06-01,36,4925
2011-06-01,37,4262
2011-06-01,38,6217
2011-06-01,39,5618
2011-06-01,41,2551
2011-06-01,42,4363
2011-06-01,43,3206
2011-06-01,45,4464
2011-06-01,46,5010
2011-06-01,47,4472
2011-06-01,49,5814
2011-06-01,50,5558
2011-06-01,51,7589
2011-06-01,52,4884
2011-06-01,53,4580
2011-06-01,55,3646
2011-06-01,56,2593
2011-06-01,58,4031
2011-06-01,59,2760
2011-06-01,60,6051
2011-06-01,61,5249
2011-06-01,62,5128
2011-06-01,63,4880
2011-06-01,64,6947
2011-06-01,65,5857
2011-06-01,66,4521
2011-06-01,68,3505
2011-06-01,69,3325
2011-06-01,70,3466
2011-06-01,71,3194
2011-06-01,72,4024
2011-06-01,73,2906
2011-06-01,74,3067
2011-06-01,75,2911
2011-06-01,77,4820
2011-06-01,78,3239
2011-06-01,79,4068
2011-06-01,80,3535
2011-06-01,81,2690
2011-06-01,82,3694
2011-06-01,85,2343
2011-06-01,86,4423
2011-06-01,87,3656
2011-06-01,88,2908
2011-06-01,90,2691
2011-06-01,91,3319
2011-06-01,92,5438
2011-06-01,93,2388
2011-06-01,94,4350
2011-06-01,95,3884
2011-06-01,96,2711
2011-07-01,999,3050
2011-07-01,1,2210
2011-07-01,2,1629
2011-07-01,3,4013
2011-07-01,5,3143
2011-07-01,6,7837
2011-07-01,7,7036
2011-07-01,8,3452
2011-07-01,9,9513
2011-07-01,10,3552
2011-07-01,11,3257
2011-07-01,12,3400
2011-07-01,13,3295
2011-07-01,14,3169
2011-07-01,15,3256
2011-07-01,16,2397
2011-07-01,17,3673
2011-07-01,18,3127
2011-07-01,19,4489
2011-07-01,20,4027
2011-07-01,21,4466
2011-07-01,22,3637
2011-07-01,23,3728
2011-07-01,24,3888
2011-07-01,25,3202
2011-07-01,26,5196
2011-07-01,27,3564
2011-07-01,28,3525
2011-07-01,29,5012
2011-07-01,30,3331
2011-07-01,31,2922
2011-07-01,32,3200
2011-07-01,33,3585
2011-07-01,35,5590
2011-07-01,36,4148
2011-07-01,37,3165
2011-07-01,38,4960
2011-07-01,39,3828
2011-07-01,41,2320
2011-07-01,42,3560
2011-07-01,43,2727
2011-07-01,45,3216
2011-07-01,46,3660
2011-07-01,47,3419
2011-07-01,49,4513
2011-07-01,50,3934
2011-07-01,51,5241
2011-07-01,52,3672
2011-07-01,53,3269
2011-07-01,55,2983
2011-07-01,56,1946
2011-07-01,58,3106
2011-07-01,59,2123
2011-07-01,60,4920
2011-07-01,61,4017
2011-07-01,62,3707
2011-07-01,63,3701
2011-07-01,64,4748
2011-07-01,65,4188
2011-07-01,66,3686
2011-07-01,68,2655
2011-07-01,69,2447
2011-07-01,70,2721
2011-07-01,71,2610
2011-07-01,72,2892
2011-07-01,73,2276
2011-07-01,74,2401
2011-07-01,75,1966
2011-07-01,77,3510
2011-07-01,78,2952
2011-07-01,79,3225
2011-07-01,80,3450
2011-07-01,81,2168
2011-07-01,82,2881
2011-07-01,85,1858
2011-07-01,86,3101
2011-07-01,87,2672
2011-07-01,88,2011
2011-07-01,90,1879
2011-07-01,91,2479
2011-07-01,92,3800
2011-07-01,93,1903
2011-07-01,94,3222
2011-07-01,95,2920
2011-07-01,96,1948
2011-08-01,999,3111
2011-08-01,1,2210
2011-08-01,2,1751
2011-08-01,3,4120
2011-08-01,5,3815
2011-08-01,6,9349
2011-08-01,7,6480
2011-08-01,8,3549
2011-08-01,9,11816
2011-08-01,10,3687
2011-08-01,11,3376
2011-08-01,12,3747
2011-08-01,13,3419
2011-08-01,14,3331
2011-08-01,15,3470
2011-08-01,16,2693
2011-08-01,17,3871
2011-08-01,18,3359
2011-08-01,19,4515
2011-08-01,20,4088
2011-08-01,21,4630
2011-08-01,22,3759
2011-08-01,23,3776
2011-08-01,24,3994
2011-08-01,25,3279
2011-08-01,26,5596
2011-08-01,27,3657
2011-08-01,28,3602
2011-08-01,29,5206
2011-08-01,30,3588
2011-08-01,31,3330
2011-08-01,32,3379
2011-08-01,33,3528
2011-08-01,35,5442
2011-08-01,36,4035
2011-08-01,37,3125
2011-08-01,38,5091
2011-08-01,39,4016
2011-08-01,41,2101
2011-08-01,42,3407
2011-08-01,43,2600
2011-08-01,45,3421
2011-08-01,46,3711
2011-08-01,47,3344
2011-08-01,49,4605
2011-08-01,50,4191
2011-08-01,51,5373
2011-08-01,52,3778
2011-08-01,53,3279
2011-08-01,55,3169
2011-08-01,56,2063
2011-08-01,58,3132
2011-08-01,59,2141
2011-08-01,60,4546
2011-08-01,61,3952
2011-08-01,62,3708
2011-08-01,63,3480
2011-08-01,64,4682
2011-08-01,65,4399
2011-08-01,66,3500
2011-08-01,68,2745
2011-08-01,69,2450
2011-08-01,70,2667
2011-08-01,71,2483
2011-08-01,72,3066
2011-08-01,73,2243
2011-08-01,74,2312
2011-08-01,75,1957
2011-08-01,77,3565
2011-08-01,78,2669
2011-08-01,79,3249
2011-08-01,80,3455
2011-08-01,81,2314
2011-08-01,82,2761
2011-08-01,85,1835
2011-08-01,86,3541
2011-08-01,87,3019
2011-08-01,88,2202
2011-08-01,90,1918
2011-08-01,91,2305
2011-08-01,92,3853
2011-08-01,93,2004
2011-08-01,94,3245
2011-08-01,95,2972
2011-08-01,96,1954
2011-09-01,999,3270
2011-09-01,1,2210
2011-09-01,2,1824
2011-09-01,3,3554
2011-09-01,5,3698
2011-09-01,6,8293
2011-09-01,7,6120
2011-09-01,8,3540
2011-09-01,9,9008
2011-09-01,10,3733
2011-09-01,11,3493
2011-09-01,12,4136
2011-09-01,13,3334
2011-09-01,14,3333
2011-09-01,15,3349
2011-09-01,16,2652
2011-09-01,17,3851
2011-09-01,18,3284
2011-09-01,19,4733
2011-09-01,20,4216
2011-09-01,21,4815
2011-09-01,22,3665
2011-09-01,23,3862
2011-09-01,24,3961
2011-09-01,25,3240
2011-09-01,26,6452
2011-09-01,27,3619
2011-09-01,28,3550
2011-09-01,29,5061
2011-09-01,30,3503
2011-09-01,31,3175
2011-09-01,32,3200
2011-09-01,33,3620
2011-09-01,35,6599
2011-09-01,36,4184
2011-09-01,37,3579
2011-09-01,38,5014
2011-09-01,39,4149
2011-09-01,41,2423
2011-09-01,42,3741
2011-09-01,43,2870
2011-09-01,45,3456
2011-09-01,46,3994
2011-09-01,47,3539
2011-09-01,49,4593
2011-09-01,50,4230
2011-09-01,51,5598
2011-09-01,52,3945
2011-09-01,53,3501
2011-09-01,55,3178
2011-09-01,56,1988
2011-09-01,58,3192
2011-09-01,59,2401
2011-09-01,60,4378
2011-09-01,61,4253
2011-09-01,62,4003
2011-09-01,63,3702
2011-09-01,64,5033
2011-09-01,65,4530
2011-09-01,66,3726
2011-09-01,68,2784
2011-09-01,69,2642
2011-09-01,70,2765
2011-09-01,71,2736
2011-09-01,72,3062
2011-09-01,73,2341
2011-09-01,74,2392
2011-09-01,75,2154
2011-09-01,77,3798
2011-09-01,78,2840
2011-09-01,79,3491
2011-09-01,80,3450
2011-09-01,81,2309
2011-09-01,82,2939
2011-09-01,85,1863
2011-09-01,86,3645
2011-09-01,87,3115
2011-09-01,88,2286
2011-09-01,90,1388
2011-09-01,91,2054
2011-09-01,92,3964
2011-09-01,93,2060
2011-09-01,94,3393
2011-09-01,95,3050
